pfr_id,rotoworld_id,fantasy_data_id,cbs_id,yahoo_id,team,cfbref_id,db_season,fantasypros_id,name,gsis_id,swish_id,stats_global_id,draft_year,stats_id,weight,draft_ovr,height,draft_round,sleeper_id,mfl_id,fleaflicker_id,birthdate,college,merge_name,sportradar_id,draft_pick,nfl_id,ktc_id,rotowire_id,position,pff_id,age,espn_id,twitter_username
,,,,,FA,,2025,,LeQuint Allen,,,0.0,2025.0,,201.0,,72.0,,12544.0,17061,,,Syracuse,lequint allen,,,,,,RB,,,,
,,,,,FA,,2025,,Raheim Sanders,,,0.0,2025.0,,230.0,,72.0,,12472.0,17062,,,South Carolina,raheim sanders,,,,,18526.0,RB,,,,
,,,,,FA,,2025,,Phil Mafah,,,0.0,2025.0,,,,,,,17063,,,Clemson,phil mafah,,,,,,RB,,,,
,,,,,FA,,2025,,Jarquez Hunter,,,0.0,2025.0,,209.0,,70.0,,11569.0,17064,,,Auburn,jarquez hunter,,,,,,RB,,,,
,,,,,FA,,2025,,Henry Parrish,,,0.0,2025.0,,,,,,,17065,,,Mississippi,henry parrish,,,,,,RB,,,,
,,,,,FA,,2025,,Kyle Monangai,,,0.0,2025.0,,209.0,,69.0,,12534.0,17066,,,Rutgers,kyle monangai,,,,,,RB,,,,
,,,,,FA,,2025,,John Emery,,,0.0,2025.0,,,,,,,17067,,,LSU,john emery,,,,,,RB,,,,
,,,,,FA,,2025,,RJ Harvey,,,0.0,2025.0,,208.0,,69.0,,12489.0,17068,,,UCF,rj harvey,,,,,18522.0,RB,,,,
,,,,,FA,,2025,,Jaydon Blue,,,0.0,2025.0,,200.0,,72.0,,12457.0,17069,,,Texas,jaydon blue,,,,,,RB,,,,
,,,,,FA,,2025,,Luther Burden,,,0.0,2025.0,,205.0,,71.0,,12519.0,17070,,,Missouri,luther burden,,,,,,WR,,,,
,,,,,FA,,2025,,Tetairoa McMillan,,,0.0,2025.0,,212.0,,77.0,,12526.0,17071,,,Arizona,tetairoa mcmillan,,,,,,WR,,,,
,,,,,FA,,2025,,Tre Harris,,,0.0,2025.0,,,,,,,17072,,,Mississippi,tre harris,,,,,,WR,,,,
,,,,,FA,,2025,,Elic Ayomanor,,,0.0,2025.0,,210.0,,74.0,,12499.0,17073,,,Stanford,elic ayomanor,,,,,,WR,,,,
,,,,,FA,,2025,,Travis Hunter,,,0.0,2025.0,,185.0,,73.0,,12530.0,17074,,,Colorado,travis hunter,,,,,18578.0,WR,,,,
,,,,,FA,,2025,,Matthew Golden,,,0.0,2025.0,,195.0,,72.0,,12501.0,17075,,,Texas,matthew golden,,,,,,WR,,,,
,,,,,FA,,2025,,Isaiah Bond,,,0.0,2025.0,,180.0,,71.0,,12503.0,17076,,,Texas,isaiah bond,,,,,,WR,,,,
,,,,,FA,,2025,,Xavier Restrepo,,,0.0,2025.0,,,,,,,17077,,,Miami,xavier restrepo,,,,,,WR,,,,
,,,,,FA,,2025,,Jack Bech,,,0.0,2025.0,,215.0,,74.0,,12483.0,17078,,,TCU,jack bech,,,,,,WR,,,,
,,,,,FA,,2025,,Tez Johnson,,,0.0,2025.0,,165.0,,70.0,,12485.0,17079,,,Oregon,tez johnson,,,,,,WR,,,,
,,,,,FA,,2025,,Jaylin Noel,,,0.0,2025.0,,200.0,,70.0,,12536.0,17080,,,Iowa State,jaylin noel,,,,,,WR,,,,
,,,,,FA,,2025,,Emeka Egbuka,,,0.0,2025.0,,205.0,,73.0,,12514.0,17081,,,Ohio State,emeka egbuka,,,,,18549.0,WR,,,,
,,,,,FA,,2025,,Pat Bryant,,,0.0,2025.0,,200.0,,75.0,,12492.0,17082,,,Illinois,pat bryant,,,,,,WR,,,,
,,,,,FA,,2025,,Jayden Higgins,,,0.0,2025.0,,215.0,,76.0,,12484.0,17083,,,Iowa State,jayden higgins,,,,,,WR,,,,
,,,,,FA,,2025,,Ricky White,,,0.0,2025.0,,190.0,,73.0,,12475.0,17084,,,UNLV,ricky white,,,,,,WR,,,,
,,,,,FA,,2025,,Roc Taylor,,,0.0,2025.0,,,,,,,17085,,,Memphis,roc taylor,,,,,,WR,,,,
,,,,,FA,,2025,,Jalen Royals,,,0.0,2025.0,,205.0,,72.0,,12505.0,17086,,,Utah State,jalen royals,,,,,,WR,,,,
,,,,,FA,,2025,,Dont'e Thornton,,,0.0,2025.0,,214.0,,77.0,,12541.0,17087,,,Tennessee,donte thornton,,,,,,WR,,,,
,,,,,FA,,2025,,Theo Wease,,,0.0,2025.0,,192.0,,74.0,,11613.0,17088,,,Missouri,theo wease,,,,,,WR,,,,
,,,,,FA,,2025,,Antwane Wells,,,0.0,2025.0,,,,,,,17089,,,Mississippi,antwane wells,,,,,,WR,,,,
,,,,,FA,,2025,,Julian Fleming,,,0.0,2025.0,,,,,,,17090,,,Penn State,julian fleming,,,,,,WR,,,,
,,,,,FA,,2025,,Ja'Corey Brooks,,,0.0,2025.0,,195.0,,75.0,,12532.0,17091,,,Louisville,jacorey brooks,,,,,,WR,,,,
,,,,,FA,,2025,,Sam Brown,,,0.0,2025.0,,,,,,,17092,,,Miami,sam brown,,,,,,WR,,,,
,,,,,FA,,2025,,Elijhah Badger,,,0.0,2025.0,,,,,,,17093,,,Florida,elijhah badger,,,,,,WR,,,,
,,,,,FA,,2025,,Kyren Lacy,,,0.0,2025.0,,,,,,,17094,,,LSU,kyren lacy,,,,,,WR,,,,
,,,,,FA,,2025,,Kobe Hudson,,,0.0,2025.0,,200.0,,73.0,,12488.0,17095,,,UCF,kobe hudson,,,,,,WR,,,,
,,,,,FA,,2025,,Savion Williams,,,0.0,2025.0,,225.0,,77.0,,12482.0,17096,,,TCU,savion williams,,,,,,WR,,,,
,,,,,FA,,2025,,Tai Felton,,,0.0,2025.0,,186.0,,74.0,,12496.0,17097,,,Maryland,tai felton,,,,,,WR,,,,
,,,,,FA,,2025,,Tory Horton,,,0.0,2025.0,,185.0,,75.0,,12497.0,17098,,,Colorado State,tory horton,,,,,,WR,,,,
,,,,,FA,,2025,,Oronde Gadsen II,,,0.0,2025.0,,,,,,,17099,,,Syracuse,oronde gadsen,,,,,,WR,,,,
,,,,,FA,,2025,,Nick Nash,,,0.0,2025.0,,195.0,,75.0,,12478.0,17100,,,San Jose State,nick nash,,,,,,WR,,,,
,,,,,FA,,2025,,Kaden Prather,,,0.0,2025.0,,,,,,,17101,,,Maryland,kaden prather,,,,,,WR,,,,
,,,,,FA,,2025,,Tyler Warren,,,0.0,2025.0,,261.0,,78.0,,12518.0,17102,,,Penn State,tyler warren,,,,,,TE,,,,
,,,,,FA,,2025,,Harold Fannin,,,0.0,2025.0,,230.0,,76.0,,12506.0,17103,,,Bowling Green,harold fannin,,,,,,TE,,,,
,,,,,FA,,2025,,Colston Loveland,,,0.0,2025.0,,245.0,,77.0,,12517.0,17104,,,Michigan,colston loveland,,,,,18460.0,TE,,,,
,,,,,FA,,2025,,Gunnar Helm,,,0.0,2025.0,,250.0,,77.0,,12502.0,17105,,,Texas,gunnar helm,,,,,,TE,,,,
,,,,,FA,,2025,,Mason Taylor,,,0.0,2025.0,,255.0,,77.0,,12498.0,17106,,,LSU,mason taylor,,,,,,TE,,,,
,,,,,FA,,2025,,Terrance Ferguson,,,0.0,2025.0,,255.0,,77.0,,12487.0,17107,,,Oregon,terrance ferguson,,,,,,TE,,,,
,,,,,FA,,2025,,Elijah Arroyo,,,0.0,2025.0,,,,,,,17108,,,Miami,elijah arroyo,,,,,,TE,,,,
,,,,,FA,,2025,,Mitchell Evans,,,0.0,2025.0,,260.0,,77.0,,12473.0,17109,,,Notre Dame,mitchell evans,,,,,,TE,,,,
,,,,,FA,,2025,,Brant Kuithe,,,0.0,2025.0,,229.0,,74.0,,11594.0,17110,,,Utah,brant kuithe,,,,,,TE,,,,
,,,,,FA,,2025,,Luke Lachey,,,0.0,2025.0,,,,,,,17111,,,Iowa,luke lachey,,,,,,TE,,,,
,,,,,FA,,2025,,Abdul Carter,,,0.0,2025.0,,,,,,,17112,,,Penn State,abdul carter,,,,,,DE,,,,
,,,,,FA,,2025,,Mykel Williams,,,0.0,2025.0,,,,,,,17113,,,Georgia,mykel williams,,,,,,DE,,,,
,,,,,FA,,2025,,Shemar Stewart,,,0.0,2025.0,,,,,,,17114,,,Texas A&M,shemar stewart,,,,,,DE,,,,
,,,,,FA,,2025,,James Pearce,,,0.0,2025.0,,,,,,,17115,,,Tennessee,james pearce,,,,,,DE,,,,
,,,,,FA,,2025,,Jack Sawyer,,,0.0,2025.0,,,,,,,17116,,,Ohio State,jack sawyer,,,,,,DE,,,,
,,,,,FA,,2025,,Landon Jackson,,,0.0,2025.0,,,,,,,17117,,,Arkansas,landon jackson,,,,,,DE,,,,
,,,,,FA,,2025,,Josaiah Stewart,,,0.0,2025.0,,,,,,,17118,,,Michigan,josaiah stewart,,,,,,DE,,,,
,,,,,FA,,2025,,Nic Scourton,,,0.0,2025.0,,,,,,,17119,,,Texas A&M,nic scourton,,,,,,DE,,,,
,,,,,FA,,2025,,Mike Green,,,0.0,2025.0,,,,,,,17120,,,Marshall,mike green,,,,,,DE,,,,
,,,,,FA,,2025,,Mason Graham,,,0.0,2025.0,,,,,,,17121,,,Michigan,mason graham,,,,,,DT,,,,
,,,,,FA,,2025,,Jalon Walker,,,0.0,2025.0,,,,,,,17122,,,Georgia,jalon walker,,,,,,LB,,,,
,,,,,FA,,2025,,Jihaad Campbell,,,0.0,2025.0,,,,,,,17123,,,Alabama,jihaad campbell,,,,,,LB,,,,
,,,,,FA,,2025,,Barrett Carter,,,0.0,2025.0,,,,,,,17124,,,Clemson,barrett carter,,,,,,LB,,,,
,,,,,FA,,2025,,Demetrius Knight,,,0.0,2025.0,,,,,,,17125,,,South Carolina,demetrius knight,,,,,,LB,,,,
,,,,,FA,,2025,,Danny Stutsman,,,0.0,2025.0,,,,,,,17126,,,Oklahoma,danny stutsman,,,,,,LB,,,,
,,,,,FA,,2025,,Will Johnson,,,0.0,2025.0,,,,,,,17127,,,Michigan,will johnson,,,,,,CB,,,,
,,,,,FA,,2025,,Jahdae Barron,,,0.0,2025.0,,,,,,,17128,,,Texas,jahdae barron,,,,,,CB,,,,
,,,,,FA,,2025,,Benjamin Morrison,,,0.0,2025.0,,,,,,,17129,,,Notre Dame,benjamin morrison,,,,,,CB,,,,
,,,,,FA,,2025,,Trey Amos,,,0.0,2025.0,,,,,,,17130,,,Mississippi,trey amos,,,,,,CB,,,,
,,,,,FA,,2025,,Xavier Watts,,,0.0,2025.0,,,,,,,17131,,,Notre Dame,xavier watts,,,,,,S,,,,
,,,,,FA,,2025,,Malaki Starks,,,0.0,2025.0,,,,,,,17132,,,Georgia,malaki starks,,,,,,S,,,,
WillCa03,,,26695775.0,40900.0,CHI,caleb-williams-3,2025,23084.0,Caleb Williams,00-0039918,1286445.0,0.0,2024.0,40900.0,215.0,1.0,73.0,1.0,11560.0,16579,,2001-11-18,USC,caleb williams,49d4b627-3f19-49a8-ae33-f539e0fb1f88,1.0,,1550.0,17695.0,QB,,23.3,4431611.0,
MayeDr00,,,26695757.0,40881.0,NEP,drake-maye-1,2025,23046.0,Drake Maye,00-0039851,1286803.0,0.0,2024.0,40881.0,225.0,3.0,76.0,1.0,11564.0,16580,,2002-08-30,North Carolina,drake maye,d0c0630e-8925-4b81-a32b-e4146d95f01f,3.0,,1551.0,17673.0,QB,,22.5,4431452.0,
DaniJa02,,,3123337.0,40896.0,WAS,jayden-daniels-1,2025,22902.0,Jayden Daniels,00-0039910,1161228.0,0.0,2024.0,40896.0,210.0,2.0,76.0,1.0,11566.0,16581,,2000-12-18,LSU,jayden daniels,bab8c65a-9fff-410d-8e34-dc2f636d890e,2.0,,1552.0,17692.0,QB,,24.2,4426348.0,
NixxBo00,,,3121193.0,40875.0,DEN,bo-nix-1,2025,22910.0,Bo Nix,00-0039732,1161899.0,0.0,2024.0,40875.0,217.0,12.0,74.0,1.0,11563.0,16582,,2000-02-25,Oregon,bo nix,f056c8ed-6ee5-492c-af11-3f7e3d97195c,12.0,,1553.0,16995.0,QB,,25.0,4426338.0,
PeniMi00,,,2963496.0,40889.0,ATL,michael-penix-jr-1,2025,22973.0,Michael Penix Jr.,00-0039917,1107478.0,0.0,2024.0,40889.0,220.0,8.0,74.0,1.0,11559.0,16583,,2000-05-08,Washington,michael penix,6499a161-b221-4591-b122-d99ece1be64b,8.0,,1554.0,17700.0,QB,,24.8,4360423.0,
McCaJJ00,,,26695214.0,40905.0,MIN,jj-mccarthy-1,2025,23018.0,J.J. McCarthy,00-0039923,1287599.0,0.0,2024.0,40905.0,219.0,10.0,75.0,1.0,11565.0,16584,,2003-01-20,Michigan,jj mccarthy,587cc3c3-aeda-4ac7-8803-a7e4db195534,10.0,,1555.0,17689.0,QB,,22.1,4433970.0,
MiltJo00,,,2962193.0,41060.0,NEP,joe-milton-2,2025,25967.0,Joe Milton,00-0039398,1112338.0,0.0,2024.0,41060.0,246.0,193.0,77.0,6.0,11557.0,16585,,2000-03-06,Tennessee,joe milton,74043480-24ef-4c26-99d4-18f43d5b41d3,17.0,,1556.0,17830.0,QB,,25.0,4360698.0,
RattSp00,,,3125863.0,41043.0,NOS,spencer-rattler-1,2025,23081.0,Spencer Rattler,00-0039376,1174752.0,0.0,2024.0,41043.0,211.0,150.0,72.0,5.0,11562.0,16586,,2000-09-28,South Carolina,spencer rattler,e0eecf78-86b2-4ee8-8ac9-d7713a138765,15.0,,1557.0,17782.0,QB,,24.5,4426339.0,
,,,2965037.0,,WAS,,2025,,Sam Hartman,00-0039677,1117351.0,0.0,2024.0,41238.0,306.0,,77.0,,11376.0,16587,,1998-10-15,Florida,sam hartman,007971f0-f012-11ed-833c-ebfbb713adc7,,,,17664.0,QB,,26.4,4361994.0,
PratMi00,,,3163083.0,41130.0,TBB,michael-pratt-1,2025,25226.0,Michael Pratt,00-0039238,1214318.0,0.0,2024.0,41130.0,217.0,245.0,74.0,7.0,11561.0,16588,,2001-09-30,Tulane,michael pratt,da5f9694-1b77-4f6e-acea-6fc76145f79a,25.0,,,16996.0,QB,,23.5,4685039.0,
TravJo00,,,2963373.0,41037.0,NYJ,jordan-travis-1,2025,25377.0,Jordan Travis,00-0039797,1121075.0,0.0,2024.0,41037.0,200.0,171.0,73.0,5.0,11567.0,16589,,2000-05-02,Florida State,jordan travis,b73bd8ba-a6bc-4731-9ef5-47b400a2713d,36.0,,1560.0,17809.0,QB,,24.9,4360799.0,
,,,3123935.0,,FA,,2025,23002.0,Taulia Tagovailoa,,,0.0,2024.0,41559.0,200.0,,71.0,,12259.0,16590,,2000-02-15,Maryland,taulia tagovailoa,ec7b8cf0-0bb9-11ef-bb45-99966e93bb71,,,,16999.0,QB,,25.1,,
LearDe00,,,2964337.0,41069.0,BAL,devin-leary-1,2025,24698.0,Devin Leary,00-0039801,1122502.0,0.0,2024.0,41069.0,216.0,218.0,73.0,6.0,11556.0,16591,,1999-09-10,Kentucky,devin leary,8e947d6d-f043-4e12-8a42-b7c30732cdeb,42.0,,,17911.0,QB,,25.5,4361653.0,
,,,2961162.0,,CAR,,2025,,Jack Plummer,00-0039501,1106854.0,0.0,2024.0,41292.0,215.0,,77.0,,12009.0,16592,,1999-10-21,Louisville,jack plummer,1897f020-070b-11ef-860e-85b981b3a108,,,,17948.0,QB,,25.4,2961162.0,
CoruBl00,,,3169252.0,40962.0,LAR,blake-corum-1,2025,23013.0,Blake Corum,00-0039738,1229540.0,0.0,2024.0,40962.0,210.0,83.0,68.0,3.0,11586.0,16593,,2000-11-25,Michigan,blake corum,93ba1da2-3679-4ddc-9687-0802349f9ee2,19.0,,1564.0,17690.0,RB,,24.3,4429096.0,
BensTr01,,,3176915.0,40958.0,ARI,trey-benson-2,2025,25388.0,Trey Benson,00-0039921,1248031.0,0.0,2024.0,40958.0,223.0,66.0,73.0,3.0,11589.0,16594,,2002-07-23,Florida State,trey benson,0c1253f2-1822-445d-8590-fea6fd32703f,2.0,,1565.0,17767.0,RB,,22.6,4429275.0,
EstiAu00,,,26713577.0,41019.0,DEN,audric-estime-1,2025,23054.0,Audric Estime,00-0039373,1321291.0,0.0,2024.0,41019.0,227.0,147.0,71.0,5.0,11579.0,16595,,2003-09-06,Notre Dame,audric estime,3b86dd7c-0b21-448d-a662-5675e87fd0da,12.0,,1566.0,17788.0,RB,,21.5,4569682.0,
AlleBr05,,,26726580.0,40981.0,NYJ,braelon-allen-1,2025,24346.0,Braelon Allen,00-0039794,1325231.0,0.0,2024.0,40981.0,235.0,134.0,73.0,4.0,11576.0,16596,,2004-01-20,Wisconsin,braelon allen,d7f72deb-c1e2-47a2-b651-887f0e33dc44,34.0,,1567.0,17702.0,RB,,21.1,4685247.0,
BrooJo02,,,26730706.0,40926.0,CAR,jonathon-brooks-1,2025,26148.0,Jonathon Brooks,00-0039344,1326601.0,0.0,2024.0,40926.0,207.0,46.0,72.0,2.0,11583.0,16597,,2003-07-21,Texas,jonathon brooks,5c842941-844b-4f6a-bce4-26b377146674,14.0,,1568.0,17747.0,RB,,21.6,4678008.0,
IrviBu00,,,26693770.0,40993.0,TBB,markeise-irving-1,2025,25981.0,Bucky Irving,00-0039361,1287923.0,0.0,2024.0,40993.0,195.0,125.0,70.0,4.0,11584.0,16598,,2002-08-19,Oregon,bucky irving,c5249c6f-bd1b-4352-8228-de2bd499ca0d,25.0,,1569.0,17784.0,RB,,22.6,4596448.0,
,,,3172189.0,41243.0,BUF,,2025,25980.0,Frank Gore Jr.,00-0039471,1233127.0,0.0,2024.0,41243.0,195.0,,68.0,,11573.0,16599,,2002-03-13,Southern Miss,frank gore,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,,,1570.0,17853.0,RB,,23.0,4429805.0,
,,,28876935.0,41193.0,LAR,,2025,26216.0,Cody Schrader,00-0039703,1140248.0,0.0,2024.0,41193.0,214.0,,69.0,,11644.0,16600,,1999-09-08,Missouri,cody schrader,70c949c0-057f-11ef-ae83-716cc96c95b8,,,,17829.0,RB,,25.5,4391845.0,
ShipWi00,,,26699119.0,41002.0,PHI,will-shipley-1,2025,22930.0,Will Shipley,00-0039746,1287636.0,0.0,2024.0,41002.0,209.0,127.0,71.0,4.0,11577.0,16601,,2002-08-29,Clemson,will shipley,796e223d-e8d5-42ab-afb4-557fa6183357,27.0,,1572.0,17802.0,RB,,22.5,4431545.0,
,,,3169578.0,,FA,,2025,,Miyan Williams,,,0.0,2024.0,,226.0,,69.0,,11578.0,16602,,,Ohio State,miyan williams,,,,,17857.0,RB,,,,
DaviRa04,,,3123108.0,40980.0,BUF,remahn-davis-1,2025,26191.0,Ray Davis,00-0039875,1165229.0,0.0,2024.0,40980.0,220.0,128.0,68.0,4.0,11575.0,16603,,1999-11-11,Kentucky,ray davis,a856dd59-ed95-471a-bfb9-fbd0566bd1a9,28.0,,1574.0,17792.0,RB,,25.3,4429501.0,
LloyMa00,,,3162514.0,40971.0,GBP,marshawn-lloyd-1,2025,23118.0,MarShawn Lloyd,00-0039811,1213414.0,0.0,2024.0,40971.0,220.0,88.0,69.0,3.0,11581.0,16604,,2001-01-05,USC,marshawn lloyd,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,24.0,,1575.0,17795.0,RB,,24.2,4429023.0,
McClJa05,,,3162688.0,41075.0,ATL,jase-mcclellan-1,2025,22894.0,Jase McClellan,00-0039393,1213251.0,0.0,2024.0,41075.0,215.0,186.0,71.0,6.0,11590.0,16605,,2002-06-25,Alabama,jase mcclellan,a23f5b88-d1a4-4321-8df9-425b9a1c1696,10.0,,1576.0,17039.0,RB,,22.7,4429001.0,
,,,3162977.0,,CIN,,2025,22962.0,Kendall Milton,00-0039266,1213345.0,0.0,2024.0,41377.0,230.0,,73.0,,11649.0,16606,,2002-02-10,Georgia,kendall milton,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,,,,17970.0,RB,,23.1,4429012.0,
,,,3171876.0,41661.0,TEN,,2025,24369.0,Jabari Small,00-0039652,1232898.0,0.0,2024.0,41661.0,198.0,,69.0,,12356.0,16607,,2002-01-31,Tennessee,jabari small,bd14f200-0c9d-11ef-b4ed-99c2e96904b1,,,,17944.0,RB,,23.1,4432545.0,
,,,3131661.0,41344.0,SEA,,2025,22915.0,George Holani,00-0039299,1180625.0,0.0,2024.0,41344.0,210.0,,71.0,,12048.0,16608,,1999-12-16,Boise State,george holani,971a3930-0724-11ef-a47d-6f7fe8c7bc97,,,,17968.0,RB,,25.2,4429835.0,
,,,3171023.0,41256.0,FA,,2025,26226.0,Dillon Johnson,00-0039647,1231663.0,0.0,2024.0,41256.0,218.0,,72.0,,11580.0,16609,,2001-06-15,Washington,dillon johnson,afad59f0-0701-11ef-b0ca-3d2ccff3ed8f,,,,17680.0,RB,,23.7,4689338.0,
WrigJa04,,,26698774.0,41010.0,MIA,jaylen-wright-1,2025,25987.0,Jaylen Wright,00-0039874,1286513.0,0.0,2024.0,41010.0,210.0,120.0,70.0,4.0,11643.0,16610,,2003-04-01,Tennessee,jaylen wright,ba9e1390-028b-47c9-8710-84cee3fa25de,20.0,,1581.0,17800.0,RB,,22.0,4682745.0,
,,,3164304.0,41271.0,CAR,,2025,26330.0,Emani Bailey,00-0039311,1222147.0,0.0,2024.0,41271.0,202.0,,67.0,,11998.0,16611,,2001-11-28,TCU,emani bailey,dc1edb70-0707-11ef-a3d0-77ba0287fd10,,,,17969.0,RB,,23.3,4565761.0,
,,,26698435.0,41464.0,KCC,,2025,26372.0,Carson Steele,00-0039325,1319219.0,0.0,2024.0,41464.0,228.0,,72.0,,11582.0,16612,,2002-10-21,UCLA,carson steele,56312980-07cc-11ef-ae1a-ef16ff05bbda,,,1583.0,17909.0,RB,,22.4,4714365.0,
LaubDy00,,,2964322.0,41054.0,LVR,,2025,26194.0,Dylan Laube,00-0039407,1122182.0,0.0,2024.0,41054.0,206.0,208.0,70.0,6.0,11574.0,16613,,1999-12-14,New Hampshire,dylan laube,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,32.0,,1584.0,17818.0,RB,,25.2,4366963.0,
HarrMa09,,,26701883.0,40893.0,ARI,marvin-harrison-jr-1,2025,23064.0,Marvin Harrison Jr.,00-0039849,1287828.0,0.0,2024.0,40893.0,205.0,4.0,76.0,1.0,11628.0,16614,,2002-08-11,Ohio State,marvin harrison,e8da21a8-796d-48a2-b644-57d08983ae01,4.0,,1585.0,17674.0,WR,,22.6,4432708.0,
