mfl_id,merge_name,name,team,swish_id,ktc_id,position,college,draft_pick,draft_round,cbs_id,age,stats_id,draft_year,fleaflicker_id,yahoo_id,birthdate,draft_ovr,fantasy_data_id,fantasypros_id,sleeper_id,nfl_id,height,pfr_id,sportradar_id,pff_id,espn_id,rotowire_id,db_season,rotoworld_id,gsis_id,cfbref_id,weight,twitter_username,stats_global_id
17053,woody marks,Woody Marks,FA,,,RB,USC,,,,,,2025.0,,,,,,,12474.0,,70.0,,,,,,2025,,,,208.0,,0.0
17054,damien martinez,Damien Martinez,FA,,,RB,Miami,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17055,jordan james,Jordan James,FA,,,RB,Oregon,,,,,,2025.0,,,,,,,12467.0,,70.0,,,,,,2025,,,,210.0,,0.0
17056,trevor etienne,Trevor Etienne,FA,,,RB,Georgia,,,,,,2025.0,,,,,,,12531.0,,69.0,,,,,,2025,,,,205.0,,0.0
17057,donovan edwards,Donovan Edwards,FA,,,RB,Michigan,,,,,,2025.0,,,,,,,12515.0,,73.0,,,,,,2025,,,,212.0,,0.0
17058,tahj brooks,Tahj Brooks,FA,,,RB,Texas Tech,,,,,,2025.0,,,,,,,12543.0,,70.0,,,,,,2025,,,,230.0,,0.0
17059,ollie gordon,Ollie Gordon,FA,,,RB,Oklahoma State,,,,,,2025.0,,,,,,,12495.0,,74.0,,,,,18450.0,2025,,,,225.0,,0.0
17060,dj giddens,DJ Giddens,FA,,,RB,Kansas State,,,,,,2025.0,,,,,,,12471.0,,73.0,,,,,18443.0,2025,,,,212.0,,0.0
17061,lequint allen,LeQuint Allen,FA,,,RB,Syracuse,,,,,,2025.0,,,,,,,12544.0,,72.0,,,,,,2025,,,,201.0,,0.0
17062,raheim sanders,Raheim Sanders,FA,,,RB,South Carolina,,,,,,2025.0,,,,,,,12472.0,,72.0,,,,,18526.0,2025,,,,230.0,,0.0
17063,phil mafah,Phil Mafah,FA,,,RB,Clemson,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17064,jarquez hunter,Jarquez Hunter,FA,,,RB,Auburn,,,,,,2025.0,,,,,,,11569.0,,70.0,,,,,,2025,,,,209.0,,0.0
17065,henry parrish,Henry Parrish,FA,,,RB,Mississippi,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17066,kyle monangai,Kyle Monangai,FA,,,RB,Rutgers,,,,,,2025.0,,,,,,,12534.0,,69.0,,,,,,2025,,,,209.0,,0.0
17067,john emery,John Emery,FA,,,RB,LSU,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17068,rj harvey,RJ Harvey,FA,,,RB,UCF,,,,,,2025.0,,,,,,,12489.0,,69.0,,,,,18522.0,2025,,,,208.0,,0.0
17069,jaydon blue,Jaydon Blue,FA,,,RB,Texas,,,,,,2025.0,,,,,,,12457.0,,72.0,,,,,,2025,,,,200.0,,0.0
17070,luther burden,Luther Burden,FA,,,WR,Missouri,,,,,,2025.0,,,,,,,12519.0,,71.0,,,,,,2025,,,,205.0,,0.0
17071,tetairoa mcmillan,Tetairoa McMillan,FA,,,WR,Arizona,,,,,,2025.0,,,,,,,12526.0,,77.0,,,,,,2025,,,,212.0,,0.0
17072,tre harris,Tre Harris,FA,,,WR,Mississippi,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17073,elic ayomanor,Elic Ayomanor,FA,,,WR,Stanford,,,,,,2025.0,,,,,,,12499.0,,74.0,,,,,,2025,,,,210.0,,0.0
17074,travis hunter,Travis Hunter,FA,,,WR,Colorado,,,,,,2025.0,,,,,,,12530.0,,73.0,,,,,18578.0,2025,,,,185.0,,0.0
17075,matthew golden,Matthew Golden,FA,,,WR,Texas,,,,,,2025.0,,,,,,,12501.0,,72.0,,,,,,2025,,,,195.0,,0.0
17076,isaiah bond,Isaiah Bond,FA,,,WR,Texas,,,,,,2025.0,,,,,,,12503.0,,71.0,,,,,,2025,,,,180.0,,0.0
17077,xavier restrepo,Xavier Restrepo,FA,,,WR,Miami,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17078,jack bech,Jack Bech,FA,,,WR,TCU,,,,,,2025.0,,,,,,,12483.0,,74.0,,,,,,2025,,,,215.0,,0.0
17079,tez johnson,Tez Johnson,FA,,,WR,Oregon,,,,,,2025.0,,,,,,,12485.0,,70.0,,,,,,2025,,,,165.0,,0.0
17080,jaylin noel,Jaylin Noel,FA,,,WR,Iowa State,,,,,,2025.0,,,,,,,12536.0,,70.0,,,,,,2025,,,,200.0,,0.0
17081,emeka egbuka,Emeka Egbuka,FA,,,WR,Ohio State,,,,,,2025.0,,,,,,,12514.0,,73.0,,,,,18549.0,2025,,,,205.0,,0.0
17082,pat bryant,Pat Bryant,FA,,,WR,Illinois,,,,,,2025.0,,,,,,,12492.0,,75.0,,,,,,2025,,,,200.0,,0.0
17083,jayden higgins,Jayden Higgins,FA,,,WR,Iowa State,,,,,,2025.0,,,,,,,12484.0,,76.0,,,,,,2025,,,,215.0,,0.0
17084,ricky white,Ricky White,FA,,,WR,UNLV,,,,,,2025.0,,,,,,,12475.0,,73.0,,,,,,2025,,,,190.0,,0.0
17085,roc taylor,Roc Taylor,FA,,,WR,Memphis,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17086,jalen royals,Jalen Royals,FA,,,WR,Utah State,,,,,,2025.0,,,,,,,12505.0,,72.0,,,,,,2025,,,,205.0,,0.0
17087,donte thornton,Dont'e Thornton,FA,,,WR,Tennessee,,,,,,2025.0,,,,,,,12541.0,,77.0,,,,,,2025,,,,214.0,,0.0
17088,theo wease,Theo Wease,FA,,,WR,Missouri,,,,,,2025.0,,,,,,,11613.0,,74.0,,,,,,2025,,,,192.0,,0.0
17089,antwane wells,Antwane Wells,FA,,,WR,Mississippi,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17090,julian fleming,Julian Fleming,FA,,,WR,Penn State,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17091,jacorey brooks,Ja'Corey Brooks,FA,,,WR,Louisville,,,,,,2025.0,,,,,,,12532.0,,75.0,,,,,,2025,,,,195.0,,0.0
17092,sam brown,Sam Brown,FA,,,WR,Miami,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17093,elijhah badger,Elijhah Badger,FA,,,WR,Florida,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17094,kyren lacy,Kyren Lacy,FA,,,WR,LSU,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17095,kobe hudson,Kobe Hudson,FA,,,WR,UCF,,,,,,2025.0,,,,,,,12488.0,,73.0,,,,,,2025,,,,200.0,,0.0
17096,savion williams,Savion Williams,FA,,,WR,TCU,,,,,,2025.0,,,,,,,12482.0,,77.0,,,,,,2025,,,,225.0,,0.0
17097,tai felton,Tai Felton,FA,,,WR,Maryland,,,,,,2025.0,,,,,,,12496.0,,74.0,,,,,,2025,,,,186.0,,0.0
17098,tory horton,Tory Horton,FA,,,WR,Colorado State,,,,,,2025.0,,,,,,,12497.0,,75.0,,,,,,2025,,,,185.0,,0.0
17099,oronde gadsen,Oronde Gadsen II,FA,,,WR,Syracuse,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17100,nick nash,Nick Nash,FA,,,WR,San Jose State,,,,,,2025.0,,,,,,,12478.0,,75.0,,,,,,2025,,,,195.0,,0.0
17101,kaden prather,Kaden Prather,FA,,,WR,Maryland,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17102,tyler warren,Tyler Warren,FA,,,TE,Penn State,,,,,,2025.0,,,,,,,12518.0,,78.0,,,,,,2025,,,,261.0,,0.0
17103,harold fannin,Harold Fannin,FA,,,TE,Bowling Green,,,,,,2025.0,,,,,,,12506.0,,76.0,,,,,,2025,,,,230.0,,0.0
17104,colston loveland,Colston Loveland,FA,,,TE,Michigan,,,,,,2025.0,,,,,,,12517.0,,77.0,,,,,18460.0,2025,,,,245.0,,0.0
17105,gunnar helm,Gunnar Helm,FA,,,TE,Texas,,,,,,2025.0,,,,,,,12502.0,,77.0,,,,,,2025,,,,250.0,,0.0
17106,mason taylor,Mason Taylor,FA,,,TE,LSU,,,,,,2025.0,,,,,,,12498.0,,77.0,,,,,,2025,,,,255.0,,0.0
17107,terrance ferguson,Terrance Ferguson,FA,,,TE,Oregon,,,,,,2025.0,,,,,,,12487.0,,77.0,,,,,,2025,,,,255.0,,0.0
17108,elijah arroyo,Elijah Arroyo,FA,,,TE,Miami,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17109,mitchell evans,Mitchell Evans,FA,,,TE,Notre Dame,,,,,,2025.0,,,,,,,12473.0,,77.0,,,,,,2025,,,,260.0,,0.0
17110,brant kuithe,Brant Kuithe,FA,,,TE,Utah,,,,,,2025.0,,,,,,,11594.0,,74.0,,,,,,2025,,,,229.0,,0.0
17111,luke lachey,Luke Lachey,FA,,,TE,Iowa,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17112,abdul carter,Abdul Carter,FA,,,DE,Penn State,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17113,mykel williams,Mykel Williams,FA,,,DE,Georgia,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17114,shemar stewart,Shemar Stewart,FA,,,DE,Texas A&M,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17115,james pearce,James Pearce,FA,,,DE,Tennessee,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17116,jack sawyer,Jack Sawyer,FA,,,DE,Ohio State,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17117,landon jackson,Landon Jackson,FA,,,DE,Arkansas,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17118,josaiah stewart,Josaiah Stewart,FA,,,DE,Michigan,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17119,nic scourton,Nic Scourton,FA,,,DE,Texas A&M,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17120,mike green,Mike Green,FA,,,DE,Marshall,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17121,mason graham,Mason Graham,FA,,,DT,Michigan,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17122,jalon walker,Jalon Walker,FA,,,LB,Georgia,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17123,jihaad campbell,Jihaad Campbell,FA,,,LB,Alabama,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17124,barrett carter,Barrett Carter,FA,,,LB,Clemson,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17125,demetrius knight,Demetrius Knight,FA,,,LB,South Carolina,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17126,danny stutsman,Danny Stutsman,FA,,,LB,Oklahoma,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17127,will johnson,Will Johnson,FA,,,CB,Michigan,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17128,jahdae barron,Jahdae Barron,FA,,,CB,Texas,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17129,benjamin morrison,Benjamin Morrison,FA,,,CB,Notre Dame,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17130,trey amos,Trey Amos,FA,,,CB,Mississippi,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17131,xavier watts,Xavier Watts,FA,,,S,Notre Dame,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
17132,malaki starks,Malaki Starks,FA,,,S,Georgia,,,,,,2025.0,,,,,,,,,,,,,,,2025,,,,,,0.0
16579,caleb williams,Caleb Williams,CHI,1286445.0,1550.0,QB,USC,1.0,1.0,26695775.0,23.3,40900.0,2024.0,,40900.0,2001-11-18,1.0,,23084.0,11560.0,,73.0,WillCa03,49d4b627-3f19-49a8-ae33-f539e0fb1f88,,4431611.0,17695.0,2025,,00-0039918,caleb-williams-3,215.0,,0.0
16580,drake maye,Drake Maye,NEP,1286803.0,1551.0,QB,North Carolina,3.0,1.0,26695757.0,22.5,40881.0,2024.0,,40881.0,2002-08-30,3.0,,23046.0,11564.0,,76.0,MayeDr00,d0c0630e-8925-4b81-a32b-e4146d95f01f,,4431452.0,17673.0,2025,,00-0039851,drake-maye-1,225.0,,0.0
16581,jayden daniels,Jayden Daniels,WAS,1161228.0,1552.0,QB,LSU,2.0,1.0,3123337.0,24.2,40896.0,2024.0,,40896.0,2000-12-18,2.0,,22902.0,11566.0,,76.0,DaniJa02,bab8c65a-9fff-410d-8e34-dc2f636d890e,,4426348.0,17692.0,2025,,00-0039910,jayden-daniels-1,210.0,,0.0
16582,bo nix,Bo Nix,DEN,1161899.0,1553.0,QB,Oregon,12.0,1.0,3121193.0,25.0,40875.0,2024.0,,40875.0,2000-02-25,12.0,,22910.0,11563.0,,74.0,NixxBo00,f056c8ed-6ee5-492c-af11-3f7e3d97195c,,4426338.0,16995.0,2025,,00-0039732,bo-nix-1,217.0,,0.0
16583,michael penix,Michael Penix Jr.,ATL,1107478.0,1554.0,QB,Washington,8.0,1.0,2963496.0,24.8,40889.0,2024.0,,40889.0,2000-05-08,8.0,,22973.0,11559.0,,74.0,PeniMi00,6499a161-b221-4591-b122-d99ece1be64b,,4360423.0,17700.0,2025,,00-0039917,michael-penix-jr-1,220.0,,0.0
16584,jj mccarthy,J.J. McCarthy,MIN,1287599.0,1555.0,QB,Michigan,10.0,1.0,26695214.0,22.1,40905.0,2024.0,,40905.0,2003-01-20,10.0,,23018.0,11565.0,,75.0,McCaJJ00,587cc3c3-aeda-4ac7-8803-a7e4db195534,,4433970.0,17689.0,2025,,00-0039923,jj-mccarthy-1,219.0,,0.0
16585,joe milton,Joe Milton,NEP,1112338.0,1556.0,QB,Tennessee,17.0,6.0,2962193.0,25.0,41060.0,2024.0,,41060.0,2000-03-06,193.0,,25967.0,11557.0,,77.0,MiltJo00,74043480-24ef-4c26-99d4-18f43d5b41d3,,4360698.0,17830.0,2025,,00-0039398,joe-milton-2,246.0,,0.0
16586,spencer rattler,Spencer Rattler,NOS,1174752.0,1557.0,QB,South Carolina,15.0,5.0,3125863.0,24.5,41043.0,2024.0,,41043.0,2000-09-28,150.0,,23081.0,11562.0,,72.0,RattSp00,e0eecf78-86b2-4ee8-8ac9-d7713a138765,,4426339.0,17782.0,2025,,00-0039376,spencer-rattler-1,211.0,,0.0
16587,sam hartman,Sam Hartman,WAS,1117351.0,,QB,Florida,,,2965037.0,26.4,41238.0,2024.0,,,1998-10-15,,,,11376.0,,77.0,,007971f0-f012-11ed-833c-ebfbb713adc7,,4361994.0,17664.0,2025,,00-0039677,,306.0,,0.0
16588,michael pratt,Michael Pratt,TBB,1214318.0,,QB,Tulane,25.0,7.0,3163083.0,23.5,41130.0,2024.0,,41130.0,2001-09-30,245.0,,25226.0,11561.0,,74.0,PratMi00,da5f9694-1b77-4f6e-acea-6fc76145f79a,,4685039.0,16996.0,2025,,00-0039238,michael-pratt-1,217.0,,0.0
16589,jordan travis,Jordan Travis,NYJ,1121075.0,1560.0,QB,Florida State,36.0,5.0,2963373.0,24.9,41037.0,2024.0,,41037.0,2000-05-02,171.0,,25377.0,11567.0,,73.0,TravJo00,b73bd8ba-a6bc-4731-9ef5-47b400a2713d,,4360799.0,17809.0,2025,,00-0039797,jordan-travis-1,200.0,,0.0
16590,taulia tagovailoa,Taulia Tagovailoa,FA,,,QB,Maryland,,,3123935.0,25.1,41559.0,2024.0,,,2000-02-15,,,23002.0,12259.0,,71.0,,ec7b8cf0-0bb9-11ef-bb45-99966e93bb71,,,16999.0,2025,,,,200.0,,0.0
16591,devin leary,Devin Leary,BAL,1122502.0,,QB,Kentucky,42.0,6.0,2964337.0,25.5,41069.0,2024.0,,41069.0,1999-09-10,218.0,,24698.0,11556.0,,73.0,LearDe00,8e947d6d-f043-4e12-8a42-b7c30732cdeb,,4361653.0,17911.0,2025,,00-0039801,devin-leary-1,216.0,,0.0
16592,jack plummer,Jack Plummer,CAR,1106854.0,,QB,Louisville,,,2961162.0,25.4,41292.0,2024.0,,,1999-10-21,,,,12009.0,,77.0,,1897f020-070b-11ef-860e-85b981b3a108,,2961162.0,17948.0,2025,,00-0039501,,215.0,,0.0
16593,blake corum,Blake Corum,LAR,1229540.0,1564.0,RB,Michigan,19.0,3.0,3169252.0,24.3,40962.0,2024.0,,40962.0,2000-11-25,83.0,,23013.0,11586.0,,68.0,CoruBl00,93ba1da2-3679-4ddc-9687-0802349f9ee2,,4429096.0,17690.0,2025,,00-0039738,blake-corum-1,210.0,,0.0
16594,trey benson,Trey Benson,ARI,1248031.0,1565.0,RB,Florida State,2.0,3.0,3176915.0,22.6,40958.0,2024.0,,40958.0,2002-07-23,66.0,,25388.0,11589.0,,73.0,BensTr01,0c1253f2-1822-445d-8590-fea6fd32703f,,4429275.0,17767.0,2025,,00-0039921,trey-benson-2,223.0,,0.0
16595,audric estime,Audric Estime,DEN,1321291.0,1566.0,RB,Notre Dame,12.0,5.0,26713577.0,21.5,41019.0,2024.0,,41019.0,2003-09-06,147.0,,23054.0,11579.0,,71.0,EstiAu00,3b86dd7c-0b21-448d-a662-5675e87fd0da,,4569682.0,17788.0,2025,,00-0039373,audric-estime-1,227.0,,0.0
16596,braelon allen,Braelon Allen,NYJ,1325231.0,1567.0,RB,Wisconsin,34.0,4.0,26726580.0,21.1,40981.0,2024.0,,40981.0,2004-01-20,134.0,,24346.0,11576.0,,73.0,AlleBr05,d7f72deb-c1e2-47a2-b651-887f0e33dc44,,4685247.0,17702.0,2025,,00-0039794,braelon-allen-1,235.0,,0.0
16597,jonathon brooks,Jonathon Brooks,CAR,1326601.0,1568.0,RB,Texas,14.0,2.0,26730706.0,21.6,40926.0,2024.0,,40926.0,2003-07-21,46.0,,26148.0,11583.0,,72.0,BrooJo02,5c842941-844b-4f6a-bce4-26b377146674,,4678008.0,17747.0,2025,,00-0039344,jonathon-brooks-1,207.0,,0.0
16598,bucky irving,Bucky Irving,TBB,1287923.0,1569.0,RB,Oregon,25.0,4.0,26693770.0,22.6,40993.0,2024.0,,40993.0,2002-08-19,125.0,,25981.0,11584.0,,70.0,IrviBu00,c5249c6f-bd1b-4352-8228-de2bd499ca0d,,4596448.0,17784.0,2025,,00-0039361,markeise-irving-1,195.0,,0.0
16599,frank gore,Frank Gore Jr.,BUF,1233127.0,1570.0,RB,Southern Miss,,,3172189.0,23.0,41243.0,2024.0,,41243.0,2002-03-13,,,25980.0,11573.0,,68.0,,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,,4429805.0,17853.0,2025,,00-0039471,,195.0,,0.0
16600,cody schrader,Cody Schrader,LAR,1140248.0,,RB,Missouri,,,28876935.0,25.5,41193.0,2024.0,,41193.0,1999-09-08,,,26216.0,11644.0,,69.0,,70c949c0-057f-11ef-ae83-716cc96c95b8,,4391845.0,17829.0,2025,,00-0039703,,214.0,,0.0
16601,will shipley,Will Shipley,PHI,1287636.0,1572.0,RB,Clemson,27.0,4.0,26699119.0,22.5,41002.0,2024.0,,41002.0,2002-08-29,127.0,,22930.0,11577.0,,71.0,ShipWi00,796e223d-e8d5-42ab-afb4-557fa6183357,,4431545.0,17802.0,2025,,00-0039746,will-shipley-1,209.0,,0.0
16602,miyan williams,Miyan Williams,FA,,,RB,Ohio State,,,3169578.0,,,2024.0,,,,,,,11578.0,,69.0,,,,,17857.0,2025,,,,226.0,,0.0
16603,ray davis,Ray Davis,BUF,1165229.0,1574.0,RB,Kentucky,28.0,4.0,3123108.0,25.3,40980.0,2024.0,,40980.0,1999-11-11,128.0,,26191.0,11575.0,,68.0,DaviRa04,a856dd59-ed95-471a-bfb9-fbd0566bd1a9,,4429501.0,17792.0,2025,,00-0039875,remahn-davis-1,220.0,,0.0
16604,marshawn lloyd,MarShawn Lloyd,GBP,1213414.0,1575.0,RB,USC,24.0,3.0,3162514.0,24.2,40971.0,2024.0,,40971.0,2001-01-05,88.0,,23118.0,11581.0,,69.0,LloyMa00,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,,4429023.0,17795.0,2025,,00-0039811,marshawn-lloyd-1,220.0,,0.0
16605,jase mcclellan,Jase McClellan,ATL,1213251.0,1576.0,RB,Alabama,10.0,6.0,3162688.0,22.7,41075.0,2024.0,,41075.0,2002-06-25,186.0,,22894.0,11590.0,,71.0,McClJa05,a23f5b88-d1a4-4321-8df9-425b9a1c1696,,4429001.0,17039.0,2025,,00-0039393,jase-mcclellan-1,215.0,,0.0
16606,kendall milton,Kendall Milton,CIN,1213345.0,,RB,Georgia,,,3162977.0,23.1,41377.0,2024.0,,,2002-02-10,,,22962.0,11649.0,,73.0,,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,,4429012.0,17970.0,2025,,00-0039266,,230.0,,0.0
16607,jabari small,Jabari Small,TEN,1232898.0,,RB,Tennessee,,,3171876.0,23.1,41661.0,2024.0,,41661.0,2002-01-31,,,24369.0,12356.0,,69.0,,bd14f200-0c9d-11ef-b4ed-99c2e96904b1,,4432545.0,17944.0,2025,,00-0039652,,198.0,,0.0
16608,george holani,George Holani,SEA,1180625.0,,RB,Boise State,,,3131661.0,25.2,41344.0,2024.0,,41344.0,1999-12-16,,,22915.0,12048.0,,71.0,,971a3930-0724-11ef-a47d-6f7fe8c7bc97,,4429835.0,17968.0,2025,,00-0039299,,210.0,,0.0
16609,dillon johnson,Dillon Johnson,FA,1231663.0,,RB,Washington,,,3171023.0,23.7,41256.0,2024.0,,41256.0,2001-06-15,,,26226.0,11580.0,,72.0,,afad59f0-0701-11ef-b0ca-3d2ccff3ed8f,,4689338.0,17680.0,2025,,00-0039647,,218.0,,0.0
16610,jaylen wright,Jaylen Wright,MIA,1286513.0,1581.0,RB,Tennessee,20.0,4.0,26698774.0,22.0,41010.0,2024.0,,41010.0,2003-04-01,120.0,,25987.0,11643.0,,70.0,WrigJa04,ba9e1390-028b-47c9-8710-84cee3fa25de,,4682745.0,17800.0,2025,,00-0039874,jaylen-wright-1,210.0,,0.0
16611,emani bailey,Emani Bailey,CAR,1222147.0,,RB,TCU,,,3164304.0,23.3,41271.0,2024.0,,41271.0,2001-11-28,,,26330.0,11998.0,,67.0,,dc1edb70-0707-11ef-a3d0-77ba0287fd10,,4565761.0,17969.0,2025,,00-0039311,,202.0,,0.0
16612,carson steele,Carson Steele,KCC,1319219.0,1583.0,RB,UCLA,,,26698435.0,22.4,41464.0,2024.0,,41464.0,2002-10-21,,,26372.0,11582.0,,72.0,,56312980-07cc-11ef-ae1a-ef16ff05bbda,,4714365.0,17909.0,2025,,00-0039325,,228.0,,0.0
16613,dylan laube,Dylan Laube,LVR,1122182.0,1584.0,RB,New Hampshire,32.0,6.0,2964322.0,25.2,41054.0,2024.0,,41054.0,1999-12-14,208.0,,26194.0,11574.0,,70.0,LaubDy00,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,,4366963.0,17818.0,2025,,00-0039407,,206.0,,0.0
16614,marvin harrison,Marvin Harrison Jr.,ARI,1287828.0,1585.0,WR,Ohio State,4.0,1.0,26701883.0,22.6,40893.0,2024.0,,40893.0,2002-08-11,4.0,,23064.0,11628.0,,76.0,HarrMa09,e8da21a8-796d-48a2-b644-57d08983ae01,,4432708.0,17674.0,2025,,00-0039849,marvin-harrison-jr-1,205.0,,0.0
