season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name,gsis_id,name,position,birthdate,age,player_name,player_id
2020,REG,0,Tyler Eifert,TE,JAX,6.290975609756098,2.4778503514365395,8.535,10.641193742038844,36,60,60.0,349.0,2,3.1980555555555554,3.0470493849894162,0.1510061705661392,00-0030549,Tyler,Eifert,88,T.Eifert,00-0030549,Tyler Eifert,TE,1990-09-08,29.0,Tyler Eifert,00-0030549
2020,REG,0,Jakobi Meyers,WR,NE,6.290133333333334,3.4127916360903354,10.290864197530865,28.29588542603713,59,81,72.8395061728395,729.0,0,3.8045762711864413,3.8641313807546895,-0.05955510956824828,00-0034960,Jakobi,Meyers,16,J.Meyers,00-0034960,Jakobi Meyers,WR,1996-11-09,23.0,Jakobi Meyers,00-0034960
2020,REG,0,Michael Pittman,WR,IND,6.276166666666667,3.1740781574080157,8.50311475409836,13.020634601867659,40,61,65.57377049180327,503.0,1,7.08325,5.83581786555059,1.2474321344494097,00-0036252,Michael,Pittman,11,M.Pittman,00-0036252,Michael Pittman,WR,1997-10-05,22.0,Michael Pittman,00-0036252
2020,REG,0,Jarvis Landry,WR,CLE,6.269239130434783,3.2089577951429136,8.78980198019802,21.146141496715313,72,101,71.28712871287128,840.0,3,4.885833333333333,4.1865927124205715,0.6992406209127617,00-0031382,Jarvis,Landry,80,J.Landry,00-0031382,Jarvis Landry,WR,1992-11-28,27.0,Jarvis Landry,00-0031382
2020,REG,0,Gabriel Davis,WR,BUF,6.266885245901639,3.167483879569995,15.904999999999998,19.454122196137224,35,62,56.451612903225815,599.0,7,3.9342857142857146,3.7027487231820926,0.23153699110362203,00-0036196,Gabriel,Davis,13,G.Davis,00-0036196,Gabriel Davis,WR,1999-04-01,21.0,Gabriel Davis,00-0036196
2020,REG,0,Antonio Brown,WR,TB,6.250163934426229,3.2126297136176634,8.760483870967741,9.697981484291995,45,62,72.58064516129032,483.0,4,5.747777777777777,5.274193670261415,0.4735841075163627,00-0027793,Antonio,Brown,81,A.Brown,00-0027793,Antonio Brown,WR,1988-07-10,32.0,Antonio Brown,00-0027793
2020,REG,0,Dan Arnold,TE,ARI,6.23810810810811,3.904784194227957,12.61111111111111,13.134932207548133,31,45,68.88888888888889,438.0,4,5.808709677419355,5.3837898718614845,0.42491980555787023,00-0034011,Daniel,Arnold,85,D.Arnold,00-0034011,Dan Arnold,TE,1995-03-15,25.0,Dan Arnold,00-0034011
2020,REG,0,Allen Lazard,WR,GB,6.223333333333334,3.6916468716401,10.180652173913042,11.575385467182766,33,46,71.73913043478261,451.0,3,6.091818181818182,6.452034026250855,-0.3602158444326733,00-0034521,Allen,Lazard,13,A.Lazard,00-0034521,Allen Lazard,WR,1995-12-11,24.0,Allen Lazard,00-0034521
2020,REG,0,Trey Burton,TE,IND,6.222926829268293,3.253626961260987,7.508723404255319,8.859072196003615,28,47,59.57446808510638,250.0,3,3.1674999999999995,3.314748201909096,-0.14724820190909638,00-0030710,Lawrence,Burton,80,T.Burton,00-0030710,Trey Burton,TE,1991-10-29,28.0,Trey Burton,00-0030710
2020,REG,0,Kendrick Bourne,WR,SF,6.218,2.8452337081016608,9.648783783783784,18.942925287920474,49,74,66.21621621621621,667.0,2,4.544897959183674,3.472188840655485,1.0727091185281887,00-0033307,Kendrick,Bourne,84,K.Bourne,00-0033307,Kendrick Bourne,WR,1995-08-04,25.0,Kendrick Bourne,00-0033307
2020,REG,0,Tyler Lockett,WR,SEA,6.205583333333335,3.3953803506450804,10.005454545454546,28.605030441251948,100,132,75.75757575757575,1054.0,10,3.4657999999999998,4.0285117504045544,-0.5627117504045547,00-0032211,Tyler,Lockett,16,T.Lockett,00-0032211,Tyler Lockett,WR,1992-09-28,27.0,Tyler Lockett,00-0032211
2020,REG,0,Christian Kirk,WR,ARI,6.191351351351351,3.45400726743457,11.974177215189872,21.894485411545784,48,79,60.75949367088608,621.0,6,3.901875000000001,4.290852385527763,-0.38897738552776184,00-0034775,Christian,Kirk,13,C.Kirk,00-0034775,Christian Kirk,WR,1996-11-18,23.0,Christian Kirk,00-0034775
2020,REG,0,Jalen Guyton,WR,LAC,6.191090909090909,3.0701127569768443,16.405272727272724,19.188351182830452,28,55,50.90909090909091,511.0,3,6.755357142857145,4.957030787958173,1.7983263548989719,00-0035414,Jalen,Guyton,15,J.Guyton,00-0035414,Jalen Guyton,WR,1997-06-07,23.0,Jalen Guyton,00-0035414
2020,REG,0,Evan Engram,TE,NYG,6.190602409638555,2.947230694005752,7.094220183486239,19.731006925130004,63,109,57.798165137614674,654.0,1,4.7339682539682535,3.822835034784793,0.9111332191834607,00-0033881,Evan,Engram,88,E.Engram,00-0033881,Evan Engram,TE,1994-09-02,25.0,Evan Engram,00-0033881
2020,REG,0,Noah Fant,TE,DEN,6.189154929577466,3.4737569946062905,6.9265591397849455,12.758873395658377,62,93,66.66666666666666,673.0,3,6.12016129032258,4.858543879964824,1.261617410357756,00-0035644,Noah,Fant,87,N.Fant,00-0035644,Noah Fant,TE,1997-11-20,22.0,Noah Fant,00-0035644
2020,REG,0,Scott Miller,WR,TB,6.188,3.437165888203161,15.31188679245283,14.489925276530395,33,53,62.264150943396224,501.0,3,3.774848484848485,4.119554905194186,-0.3447064203457013,00-0035298,Scott,Miller,10,S.Miller,00-0035298,Scotty Miller,WR,1997-07-31,23.0,Scott Miller,00-0035298
2020,REG,0,Cole Beasley,WR,BUF,6.186881720430107,3.51071433150835,7.87411214953271,16.62155497247923,82,107,76.63551401869158,967.0,4,4.452804878048781,4.701335437662576,-0.248530559613795,00-0029000,Cole,Beasley,11,C.Beasley,00-0029000,Cole Beasley,WR,1989-04-26,31.0,Cole Beasley,00-0029000
2020,REG,0,Julio Jones,WR,ATL,6.172769230769231,2.7329357101143965,11.734411764705882,14.58130419289702,51,68,75.0,771.0,3,4.7086274509803925,3.284252101176808,1.4243753498035843,00-0027944,Quintorris,Jones,11,J.Jones,00-0027944,Julio Jones,WR,1989-02-03,31.0,Julio Jones,00-0027944
2020,REG,0,Willie Snead,WR,BAL,6.159512195121951,3.2268457660593928,8.636458333333332,11.849364013148488,33,48,68.75,432.0,3,6.026969696969696,4.489490310584889,1.537479386384807,00-0030663,Willie,Snead,83,W.Snead,00-0030663,Willie Snead,WR,1992-10-17,27.0,Willie Snead,00-0030663
2020,REG,0,Adam Thielen,WR,MIN,6.159423076923077,2.668449227231602,12.134722222222221,32.469092981195644,74,108,68.51851851851852,925.0,14,3.210000000000001,2.938530965514927,0.27146903448507365,00-0030035,Adam,Thielen,19,A.Thielen,00-0030035,Adam Thielen,WR,1990-08-22,30.0,Adam Thielen,00-0030035
2020,REG,0,Robert Tonyan,TE,GB,6.1538775510204085,4.243192497644826,7.873389830508474,11.481953857637912,52,59,88.13559322033898,586.0,11,4.457307692307693,5.850756792760309,-1.3934491004526155,00-0033757,Robert,Tonyan,85,R.Tonyan,00-0033757,Robert Tonyan,TE,1994-04-30,26.0,Robert Tonyan,00-0033757
2020,REG,0,Larry Fitzgerald,WR,ARI,6.143000000000001,3.3120211133093282,5.915277777777779,9.857564100783703,54,72,75.0,409.0,1,3.557407407407407,3.645406925339284,-0.08799951793187688,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald,00-0022921,Larry Fitzgerald,WR,1983-08-31,37.0,Larry Fitzgerald,00-0022921
2020,REG,0,K.J. Hamler,WR,DEN,6.141764705882352,3.1892486267052083,11.018392857142857,12.221319917604188,30,56,53.57142857142857,381.0,3,4.418333333333333,3.5583349030476588,0.8599984302856742,00-0036412,Kahlee,Hamler,13,K.Hamler,00-0036412,KJ Hamler,WR,1999-07-08,21.0,K.J. Hamler,00-0036412
2020,REG,0,JuJu Smith-Schuster,WR,PIT,6.138846153846154,3.0567270458840814,5.827265625,15.716513200868118,97,128,75.78125,831.0,9,4.38618556701031,4.141888591958335,0.24429697505197545,00-0033857,John,Smith-Schuster,19,J.Smith-Schuster,00-0033857,JuJu Smith-Schuster,WR,1996-11-22,23.0,JuJu Smith-Schuster,00-0033857
2020,REG,0,Travis Fulgham,WR,PHI,6.100909090909091,2.4917131578078013,13.06313432835821,16.80310401363862,38,67,56.71641791044776,539.0,4,2.8984210526315795,2.3867680857351408,0.5116529668964387,00-0035592,Travis,Fulgham,13,T.Fulgham,00-0035592,Travis Fulgham,WR,1995-09-13,24.0,Travis Fulgham,00-0035592
2020,REG,0,Christopher Herndon,TE,NYJ,6.088,3.6404059031196843,6.796444444444444,7.523609679538114,31,45,68.88888888888889,287.0,3,4.546129032258063,4.5929903728527375,-0.04686134059467406,00-0034766,Christopher,Herndon,89,C.Herndon,00-0034766,Chris Herndon,TE,1996-02-23,24.0,Christopher Herndon,00-0034766
2020,REG,0,DaeSean Hamilton,WR,DEN,6.087142857142857,2.8051718209543752,13.82909090909091,12.051972745999054,23,44,52.27272727272727,293.0,2,3.969130434782609,4.224010739611987,-0.25488030482937774,00-0034370,DaeSean,Hamilton,17,D.Hamilton,00-0034370,DaeSean Hamilton,WR,1995-03-10,25.0,DaeSean Hamilton,00-0034370
2020,REG,0,Calvin Ridley,WR,ATL,6.086571428571428,2.9264692495979574,14.883986013986013,38.893893848163955,90,143,62.93706293706294,1374.0,9,3.0712222222222225,3.0458284758441447,0.025393746378077786,00-0034837,Calvin,Ridley,18,C.Ridley,00-0034837,Calvin Ridley,WR,1994-12-20,25.0,Calvin Ridley,00-0034837
2020,REG,0,Jamison Crowder,WR,NYJ,6.0845,3.2318027797125466,7.553595505617977,16.537722597642848,59,89,66.29213483146067,699.0,6,5.589491525423728,4.298200759258664,1.2912907661650639,00-0031941,Jamison,Crowder,82,J.Crowder,00-0031941,Jamison Crowder,WR,1993-06-17,27.0,Jamison Crowder,00-0031941
2020,REG,0,N'Keal Harry,WR,NE,6.038035714285714,2.854030523473694,8.152982456140352,15.775305767056933,33,57,57.89473684210527,309.0,2,3.3327272727272725,2.9321064608299467,0.4006208118973258,00-0035624,N'Keal,Harry,15,N.Harry,00-0035624,N'Keal Harry,TE,1997-12-17,22.0,N'Keal Harry,00-0035624
2020,REG,0,D.J. Moore,WR,CAR,6.029230769230769,2.510260779717669,13.407881355932204,39.574719285212225,66,118,55.932203389830505,1193.0,4,6.09621212121212,4.254826102503714,1.8413860187084055,00-0034827,Denniston,Moore,12,D.Moore,00-0034827,D.J. Moore,WR,1997-04-14,23.0,D.J. Moore,00-0034827
2020,REG,0,Breshad Perriman,WR,NYJ,5.930833333333333,2.620778233718892,15.574000000000003,22.987058033441006,30,60,50.0,505.0,3,5.662000000000001,4.733315451109865,0.9286845488901356,00-0032054,Breshad,Perriman,19,B.Perriman,00-0032054,Breshad Perriman,WR,1993-09-10,26.0,Breshad Perriman,00-0032054
2020,REG,0,Mike Gesicki,TE,MIA,5.9181944444444445,2.0491020353898577,11.133882352941177,22.271747418361873,53,85,62.35294117647059,703.0,6,3.7754716981132073,3.341530750383199,0.43394094773000846,00-0034829,Michael,Gesicki,88,M.Gesicki,00-0034829,Mike Gesicki,TE,1995-10-03,24.0,Mike Gesicki,00-0034829
2020,REG,0,Tyler Boyd,WR,CIN,5.903253012048195,2.741550116144465,8.620636363636363,19.894137935375053,79,110,71.81818181818181,841.0,4,4.76253164556962,3.5931478683363207,1.1693837772332993,00-0033009,Tyler,Boyd,83,T.Boyd,00-0033009,Tyler Boyd,WR,1994-11-15,25.0,Tyler Boyd,00-0033009
2020,REG,0,CeeDee Lamb,WR,DAL,5.873218390804598,3.015356082812003,9.376486486486488,22.302770301544577,74,111,66.66666666666666,935.0,5,4.560945945945946,4.635239299785805,-0.07429335383985958,00-0036358,Cedarian,Lamb,88,C.Lamb,00-0036358,CeeDee Lamb,WR,1999-04-08,21.0,CeeDee Lamb,00-0036358
2020,REG,0,Zach Ertz,TE,PHI,5.858305084745762,2.967404200894425,7.33875,10.144295933373524,36,72,50.0,335.0,1,2.862222222222222,3.1526231731013725,-0.2904009508791505,00-0030061,Zachary,Ertz,86,Z.Ertz,00-0030061,Zach Ertz,TE,1990-11-10,29.0,Zach Ertz,00-0030061
2020,REG,0,Drew Sample,TE,CIN,5.8521875,3.8553461426240454,4.454905660377357,4.953446706024025,40,53,75.47169811320755,349.0,1,5.1995000000000005,4.840522950368609,0.35897704963139176,00-0035631,Drew,Sample,89,D.Sample,00-0035631,Drew Sample,TE,1996-04-16,24.0,Drew Sample,00-0035631
2020,REG,0,Zach Pascal,WR,IND,5.831290322580644,2.9433158098848864,10.938873239436619,19.496435385078822,44,71,61.97183098591549,629.0,5,5.584772727272727,4.654480276147283,0.9302924511254442,00-0033251,Zachary,Pascal,14,Z.Pascal,00-0033251,Zach Pascal,WR,1994-12-18,25.0,Zach Pascal,00-0033251
2020,REG,0,Greg Ward,WR,PHI,5.821,3.5234527034270933,6.059240506329114,9.189938449605856,53,79,67.08860759493672,419.0,6,3.032830188679246,3.5792203805890046,-0.5463901919097585,00-0033733,Gregory,Ward,84,G.Ward,00-0033733,Greg Ward,WR,1995-07-12,25.0,Greg Ward,00-0033733
2020,REG,0,Damiere Byrd,WR,NE,5.806184210526317,2.981461597646663,11.854415584415584,30.98541347717313,47,77,61.038961038961034,604.0,1,3.493617021276596,4.2802818110909975,-0.7866647898144015,00-0031868,Damiere,Byrd,10,D.Byrd,00-0031868,Damiere Byrd,WR,1993-01-27,27.0,Damiere Byrd,00-0031868
2020,REG,0,Justin Jefferson,WR,MIN,5.797131147540983,2.6343901965568284,11.500080000000002,35.614547977107755,88,125,70.39999999999999,1400.0,7,5.318977272727273,3.374740373766634,1.944236898960639,00-0036322,Justin,Jefferson,18,J.Jefferson,00-0036322,Justin Jefferson,WR,1999-06-16,21.0,Justin Jefferson,00-0036322
2020,REG,0,Darren Waller,TE,LV,5.777477477477478,2.953782115922538,7.883931034482759,26.332131710182317,107,145,73.79310344827587,1196.0,9,5.679906542056074,4.868387932476608,0.8115186095794655,00-0031610,Darren,Waller,83,D.Waller,00-0031610,Darren Waller,TE,1992-09-13,27.0,Darren Waller,00-0031610
2020,REG,0,Logan Thomas,TE,WAS,5.768918918918919,2.9025726389213498,7.2880909090909105,22.241858606932606,72,110,65.45454545454545,670.0,6,4.099166666666666,3.3990457366549642,0.700120930011702,00-0031260,Logan,Thomas,82,L.Thomas,00-0031260,Logan Thomas,TE,1991-07-01,29.0,Logan Thomas,00-0031260
2020,REG,0,Jimmy Graham,TE,CHI,5.75904761904762,3.0378179744800202,7.101842105263158,11.474137802749594,50,76,65.78947368421053,456.0,8,4.1266,3.96652621323566,0.16007378676434003,00-0027696,Jimmy,Graham,80,J.Graham,00-0027696,Jimmy Graham,TE,1986-11-24,33.0,Jimmy Graham,00-0027696
